,gender,purchases,job_title,job_industry_category,wealth_segment,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,Age
634,Male,96,Desktop Support Technician,Financial Services,Mass Customer,Yes,16,7199 Springview Parkway,4503,QLD,Australia,5,634,0.7394999999999999,68.0
635,Male,23,Pharmacist,Health,High Net Worth,No,18,045 Magdeline Court,3690,VIC,Australia,1,634,0.7394999999999999,72.0
636,Male,97,Assistant Professor,Retail,High Net Worth,No,8,5 Hoard Trail,2197,NSW,Australia,10,637,0.7374999999999999,44.0
637,Female,31,Senior Editor,Financial Services,Affluent Customer,Yes,11,93 Scofield Pass,3152,VIC,Australia,6,637,0.7374999999999999,68.0
638,Female,70,,Retail,Affluent Customer,Yes,13,2 Ridgeway Avenue,2196,NSW,Australia,10,637,0.7374999999999999,72.0
639,Female,18,Statistician II,Retail,Affluent Customer,No,14,29 Maple Trail,3143,VIC,Australia,8,637,0.7374999999999999,56.0
640,Female,96,Database Administrator III,,High Net Worth,No,8,7 Brentwood Circle,4000,QLD,Australia,7,641,0.7343749999999999,54.0
641,Male,42,Help Desk Operator,Property,Mass Customer,No,13,28 Hazelcrest Drive,2525,NSW,Australia,8,642,0.7331249999999999,40.0
642,Female,48,Executive Secretary,Manufacturing,Affluent Customer,No,14,01 Reindahl Circle,4132,QLD,Australia,3,643,0.731,26.0
643,Male,82,Payment Adjustment Coordinator,Manufacturing,Mass Customer,No,12,5880 Hauk Street,2046,NSW,Australia,11,644,0.73046875,60.0
644,Female,51,VP Marketing,,Affluent Customer,No,18,0 Larry Park,3175,VIC,Australia,8,644,0.73046875,46.0
645,Female,38,Software Engineer II,Argiculture,High Net Worth,Yes,14,69 Sunfield Terrace,2558,NSW,Australia,8,646,0.73,82.0
646,Male,93,Database Administrator III,Retail,Affluent Customer,Yes,5,7513 Swallow Drive,2148,NSW,Australia,9,646,0.73,27.0
647,Male,24,Financial Analyst,Financial Services,Mass Customer,No,17,058 Morningstar Center,2127,NSW,Australia,9,648,0.725,41.0
648,Female,18,Social Worker,Health,Mass Customer,Yes,15,0689 Melby Park,4030,QLD,Australia,9,648,0.725,80.0
649,Male,58,Technical Writer,Manufacturing,High Net Worth,Yes,16,3 Spohn Circle,2477,NSW,Australia,5,648,0.725,64.0
650,Male,42,Chief Design Engineer,,Mass Customer,No,5,91 Calypso Trail,2750,NSW,Australia,8,651,0.7225,34.0
651,Male,29,,,Mass Customer,Yes,8,43863 Victoria Lane,2281,NSW,Australia,7,651,0.7225,46.0
652,Female,98,Mechanical Systems Engineer,Retail,Mass Customer,Yes,1,54782 Lake View Parkway,3178,VIC,Australia,9,653,0.7187500000000001,25.0
653,Female,86,Geological Engineer,Manufacturing,Mass Customer,Yes,17,48971 Marquette Point,3976,VIC,Australia,5,653,0.7187500000000001,64.0
654,Female,11,Professor,Manufacturing,High Net Worth,Yes,15,99 Sherman Parkway,3083,VIC,Australia,12,655,0.7171875,71.0
655,Female,2,Professor,Financial Services,Mass Customer,Yes,19,381 Emmet Terrace,2047,NSW,Australia,12,655,0.7171875,78.0
656,Female,6,Analyst Programmer,Manufacturing,High Net Worth,Yes,14,7 Beilfuss Road,3163,VIC,Australia,6,657,0.714,37.0
657,Female,34,,Manufacturing,Affluent Customer,Yes,9,37068 Montana Street,2011,NSW,Australia,7,658,0.7124999999999999,80.0
658,Female,25,Financial Advisor,Financial Services,Affluent Customer,Yes,18,7 Elgar Hill,3060,VIC,Australia,5,658,0.7124999999999999,45.0
659,Male,12,Community Outreach Specialist,Financial Services,Mass Customer,No,16,36506 Bartillon Point,3816,VIC,Australia,3,658,0.7124999999999999,54.0
660,Male,73,Nurse Practicioner,Financial Services,High Net Worth,No,6,8 Scott Drive,3150,VIC,Australia,11,658,0.7124999999999999,31.0
661,Male,94,Tax Accountant,Manufacturing,Affluent Customer,Yes,20,653 2nd Park,2766,NSW,Australia,8,662,0.711875,63.0
662,Female,50,,Financial Services,High Net Worth,Yes,16,22 Shelley Plaza,3198,VIC,Australia,8,662,0.711875,42.0
663,Female,59,Developer III,Health,High Net Worth,No,17,504 Stuart Pass,2130,NSW,Australia,11,662,0.711875,82.0
664,U,43,Operator,IT,High Net Worth,Yes,0,5 Red Cloud Place,3222,VIC,Australia,4,662,0.711875,
665,Male,13,,Property,Mass Customer,No,10,264 Valley Edge Pass,2259,NSW,Australia,7,666,0.71,62.0
666,Female,41,VP Product Management,Telecommunications,Mass Customer,No,12,5 Southridge Hill,3029,VIC,Australia,7,666,0.71,62.0
667,Female,42,Director of Sales,Financial Services,High Net Worth,No,19,539 Graceland Pass,3444,VIC,Australia,7,668,0.7054999999999999,81.0
668,Male,52,,,High Net Worth,Yes,9,22435 Barnett Court,2145,NSW,Australia,8,668,0.7054999999999999,46.0
669,Female,50,Structural Analysis Engineer,Financial Services,Mass Customer,Yes,22,46057 Harbort Hill,4304,QLD,Australia,2,668,0.7054999999999999,48.0
670,Male,3,Librarian,Entertainment,High Net Worth,No,9,2 Shasta Place,3130,VIC,Australia,10,668,0.7054999999999999,63.0
671,Female,45,Junior Executive,Retail,Affluent Customer,No,12,77608 Donald Center,4516,QLD,Australia,6,672,0.7039062500000001,66.0
672,Female,5,Health Coach III,Health,High Net Worth,No,11,0433 La Follette Road,2137,NSW,Australia,11,672,0.7039062500000001,78.0
673,Male,20,Associate Professor,,Mass Customer,Yes,20,8593 Prairie Rose Way,2500,NSW,Australia,8,674,0.703125,66.0
674,Female,23,Operator,Manufacturing,Mass Customer,No,18,179 Carey Terrace,3020,VIC,Australia,9,674,0.703125,82.0
675,Female,73,Pharmacist,Health,High Net Worth,No,12,3 Ruskin Hill,2122,NSW,Australia,9,676,0.70125,60.0
676,Female,8,VP Sales,Health,Mass Customer,No,21,87 Crescent Oaks Alley,2756,NSW,Australia,10,676,0.70125,70.0
677,Male,99,VP Quality Control,Financial Services,Mass Customer,No,15,08822 Duke Road,2763,NSW,Australia,8,676,0.70125,56.0
678,Female,36,Structural Analysis Engineer,Health,Mass Customer,No,4,5 Schurz Street,2141,NSW,Australia,9,676,0.70125,26.0
679,Male,93,Sales Representative,Retail,Mass Customer,Yes,7,344 Darwin Junction,2093,NSW,Australia,12,676,0.70125,52.0
680,Female,70,VP Quality Control,Property,Affluent Customer,Yes,9,320 Acker Drive,2251,NSW,Australia,7,676,0.70125,26.0
681,Male,17,VP Sales,Retail,Affluent Customer,No,12,2874 Bay Hill,4032,QLD,Australia,9,682,0.7000000000000001,75.0
682,Female,25,Accountant IV,Manufacturing,Mass Customer,Yes,12,3 Sunbrook Alley,4178,QLD,Australia,7,682,0.7000000000000001,41.0
683,Female,98,Social Worker,Health,Mass Customer,Yes,10,34 Jay Hill,2880,NSW,Australia,1,684,0.7,44.0
684,Male,58,Office Assistant IV,Retail,High Net Worth,No,7,78 Bluestem Road,3860,VIC,Australia,2,684,0.7,45.0
685,Female,95,Teacher,Entertainment,Mass Customer,Yes,3,0 Express Lane,2142,NSW,Australia,6,684,0.7,42.0
686,Male,67,Actuary,Financial Services,Mass Customer,Yes,2,077 Hansons Point,4075,QLD,Australia,8,684,0.7,28.0
687,Male,22,Accounting Assistant II,Manufacturing,Mass Customer,No,11,23737 Bartillon Street,2171,NSW,Australia,9,688,0.697,81.0
688,Female,92,Occupational Therapist,Health,High Net Worth,No,16,2 Anniversary Trail,4508,QLD,Australia,4,688,0.697,30.0
689,Male,69,,Health,High Net Worth,Yes,7,05 Ronald Regan Alley,2121,NSW,Australia,9,688,0.697,84.0
690,Female,53,Administrative Assistant II,Financial Services,Affluent Customer,Yes,5,738 Spaight Drive,3216,VIC,Australia,8,691,0.6906249999999999,30.0
691,Male,42,,,Mass Customer,Yes,13,8 Bunker Hill Court,2298,NSW,Australia,8,691,0.6906249999999999,44.0
692,Male,70,Help Desk Technician,Financial Services,Affluent Customer,No,18,59846 2nd Pass,2077,NSW,Australia,9,691,0.6906249999999999,49.0
693,Male,96,VP Accounting,Financial Services,Mass Customer,No,9,3745 Thierer Trail,4078,QLD,Australia,5,691,0.6906249999999999,68.0
694,Male,68,VP Quality Control,Property,High Net Worth,Yes,17,11121 Jackson Crossing,2323,NSW,Australia,4,691,0.6906249999999999,45.0
695,Male,91,VP Product Management,Retail,Mass Customer,Yes,13,1 Elgar Alley,2166,NSW,Australia,9,691,0.6906249999999999,31.0
696,Female,75,Recruiting Manager,,High Net Worth,No,18,32834 Caliangt Way,4211,QLD,Australia,3,691,0.6906249999999999,72.0
697,Male,31,,Manufacturing,Mass Customer,No,7,27185 Fisk Drive,2290,NSW,Australia,8,698,0.69,65.0
698,Female,12,Marketing Manager,,High Net Worth,No,12,2 Harper Junction,2069,NSW,Australia,12,698,0.69,61.0
699,Female,8,VP Marketing,Manufacturing,High Net Worth,No,7,7 Caliangt Street,4209,QLD,Australia,3,700,0.6875,48.0
700,Female,44,Occupational Therapist,Health,High Net Worth,Yes,7,5331 Ilene Parkway,2560,NSW,Australia,8,700,0.6875,41.0
701,Female,39,Chief Design Engineer,Telecommunications,High Net Worth,No,13,1009 Roxbury Point,2110,NSW,Australia,11,700,0.6875,48.0
702,Male,97,Chemical Engineer,Manufacturing,Mass Customer,No,6,660 Carey Avenue,2759,NSW,Australia,8,700,0.6875,57.0
703,Female,44,,Financial Services,Mass Customer,No,13,25 Oneill Alley,4102,QLD,Australia,9,700,0.6875,49.0
704,Female,37,Dental Hygienist,Health,Affluent Customer,Yes,19,2 Golden Leaf Parkway,3759,VIC,Australia,7,700,0.6875,69.0
705,Female,99,Cost Accountant,Financial Services,High Net Worth,No,16,18 Dottie Park,2230,NSW,Australia,11,700,0.6875,71.0
706,Male,27,Actuary,Financial Services,Mass Customer,No,11,85 Badeau Pass,3158,VIC,Australia,8,700,0.6875,47.0
707,Male,18,Clinical Specialist,Health,Mass Customer,Yes,8,784 Lotheville Court,2541,NSW,Australia,5,708,0.68,76.0
708,Female,64,GIS Technical Architect,Financial Services,Mass Customer,No,2,57568 Northview Junction,2141,NSW,Australia,7,708,0.68,23.0
709,Male,57,Dental Hygienist,Health,Affluent Customer,Yes,14,283 Golf View Lane,2747,NSW,Australia,8,708,0.68,50.0
710,Female,85,VP Quality Control,Financial Services,Mass Customer,Yes,9,7 Johnson Hill,3028,VIC,Australia,8,708,0.68,39.0
711,Male,14,Paralegal,Financial Services,Mass Customer,Yes,6,22580 Doe Crossing Drive,4055,QLD,Australia,9,708,0.68,39.0
712,Male,28,Structural Analysis Engineer,,Affluent Customer,Yes,18,96081 Lakewood Hill,4650,QLD,Australia,2,708,0.68,51.0
713,Female,47,Nurse,Retail,Mass Customer,No,17,6634 Old Gate Parkway,4304,QLD,Australia,3,708,0.68,47.0
714,Female,74,Nurse,Financial Services,High Net Worth,No,12,72 Lukken Crossing,2016,NSW,Australia,11,715,0.67734375,72.0
715,Female,82,Project Manager,Telecommunications,Mass Customer,Yes,10,6 Meadow Ridge Pass,2470,NSW,Australia,2,715,0.67734375,59.0
716,Male,8,Senior Sales Associate,,Affluent Customer,Yes,4,290 Menomonie Circle,3782,VIC,Australia,7,715,0.67734375,57.0
717,Female,26,Assistant Manager,Health,Mass Customer,Yes,9,6 Sutherland Parkway,4879,QLD,Australia,10,715,0.67734375,56.0
718,Female,15,Environmental Specialist,Health,Affluent Customer,Yes,9,1 Oriole Crossing,3184,VIC,Australia,9,719,0.675,23.0
719,Male,71,Actuary,Financial Services,Mass Customer,Yes,7,51837 Canary Center,2114,NSW,Australia,9,719,0.675,56.0
720,Male,12,Mechanical Systems Engineer,Manufacturing,Mass Customer,No,5,43030 Carberry Way,2560,NSW,Australia,4,719,0.675,44.0
721,Male,71,VP Marketing,,Mass Customer,Yes,5,0 Bay Drive,2750,NSW,Australia,8,722,0.6715,50.0
722,Male,36,Web Designer I,Manufacturing,Mass Customer,No,17,6 Anzinger Pass,3030,VIC,Australia,6,722,0.6715,57.0
723,Female,40,Marketing Assistant,IT,Affluent Customer,Yes,21,19453 Ramsey Point,3067,VIC,Australia,11,724,0.67,45.0
724,Female,54,Recruiting Manager,,Mass Customer,Yes,10,1861 Chive Court,2199,NSW,Australia,9,725,0.6693749999999999,53.0
725,Male,83,Business Systems Development Analyst,,Mass Customer,No,16,9 Westerfield Point,3437,VIC,Australia,9,725,0.6693749999999999,52.0
726,Male,37,Developer IV,,High Net Worth,Yes,9,3 Redwing Center,2209,NSW,Australia,10,725,0.6693749999999999,25.0
727,Male,75,Analog Circuit Design manager,Property,Mass Customer,Yes,10,189 Bayside Court,2480,NSW,Australia,7,725,0.6693749999999999,29.0
728,Male,28,Internal Auditor,Health,Affluent Customer,Yes,12,174 Farwell Point,2121,NSW,Australia,11,725,0.6693749999999999,66.0
729,Female,60,Research Nurse,Health,Affluent Customer,Yes,16,356 Pennsylvania Point,2128,NSW,Australia,9,725,0.6693749999999999,61.0
730,Male,87,Environmental Tech,IT,Mass Customer,Yes,11,62 Dryden Junction,2042,NSW,Australia,10,731,0.6640625,25.0
731,Female,40,Programmer Analyst I,Manufacturing,Mass Customer,Yes,5,25 Westerfield Road,4165,QLD,Australia,5,731,0.6640625,30.0
732,Female,94,Assistant Manager,,Mass Customer,Yes,9,64 Armistice Point,4217,QLD,Australia,9,733,0.6625000000000001,77.0
733,Male,35,Junior Executive,Financial Services,Mass Customer,No,15,74 Everett Court,4408,QLD,Australia,2,733,0.6625000000000001,31.0
734,Male,17,Chemical Engineer,Manufacturing,Mass Customer,Yes,5,38 Nobel Lane,2147,NSW,Australia,9,733,0.6625000000000001,41.0
735,Male,11,Structural Engineer,,Mass Customer,Yes,9,6936 Homewood Avenue,4000,QLD,Australia,7,733,0.6625000000000001,32.0
736,Female,68,Research Nurse,Health,Mass Customer,Yes,6,8 Crowley Center,4212,QLD,Australia,7,733,0.6625000000000001,56.0
737,Male,52,Senior Developer,,High Net Worth,Yes,17,44 Ronald Regan Parkway,4352,QLD,Australia,7,733,0.6625000000000001,59.0
738,Male,48,Civil Engineer,Manufacturing,High Net Worth,No,16,174 Lotheville Crossing,2093,NSW,Australia,9,739,0.66,47.0
739,Female,42,Accountant IV,IT,Affluent Customer,Yes,19,8 Bluejay Road,4301,QLD,Australia,1,739,0.66,75.0
740,Female,49,,Telecommunications,High Net Worth,No,9,4286 Rowland Circle,4165,QLD,Australia,5,741,0.65875,83.0
741,Male,68,Financial Analyst,Financial Services,Mass Customer,Yes,11,44 Thompson Center,2134,NSW,Australia,9,741,0.65875,48.0
742,Male,97,Junior Executive,Financial Services,Mass Customer,Yes,10,70360 Onsgard Plaza,3977,VIC,Australia,6,741,0.65875,21.0
743,Female,70,Database Administrator IV,Property,Affluent Customer,Yes,17,53870 Jay Pass,4575,QLD,Australia,9,744,0.65625,74.0
744,Male,87,Professor,Entertainment,Mass Customer,No,11,417 Killdeer Alley,2650,NSW,Australia,2,744,0.65625,24.0
745,Male,43,Software Consultant,Retail,Affluent Customer,No,8,28 Prentice Trail,2155,NSW,Australia,10,744,0.65625,46.0
746,Female,86,Physical Therapy Assistant,Financial Services,Mass Customer,No,7,216 Bultman Park,4305,QLD,Australia,3,747,0.6545,42.0
747,Female,25,Librarian,Entertainment,Mass Customer,Yes,5,435 Mitchell Street,4115,QLD,Australia,7,748,0.65078125,60.0
748,Male,99,VP Marketing,Financial Services,Mass Customer,Yes,21,15621 Twin Pines Crossing,4130,QLD,Australia,9,748,0.65078125,47.0
749,Female,7,Web Designer IV,Retail,Affluent Customer,No,11,03 Bellgrove Avenue,2066,NSW,Australia,12,750,0.65,51.0
750,Male,33,Senior Sales Associate,Retail,Mass Customer,Yes,20,89100 Rusk Crossing,3338,VIC,Australia,2,751,0.648125,72.0
751,U,20,Nurse,IT,High Net Worth,Yes,14,82 Gina Junction,3806,VIC,Australia,7,751,0.648125,
752,Female,45,,Financial Services,Mass Customer,Yes,15,077 Dennis Lane,3030,VIC,Australia,9,751,0.648125,62.0
753,Male,35,Social Worker,Health,Mass Customer,No,16,42280 Namekagon Crossing,2140,NSW,Australia,8,754,0.646,57.0
754,Female,87,Quality Control Specialist,,Mass Customer,No,12,1 Fordem Way,3844,VIC,Australia,7,755,0.64,48.0
755,Male,80,Food Chemist,Health,Affluent Customer,No,10,780 Bonner Pass,4034,QLD,Australia,5,755,0.64,53.0
756,Male,22,Senior Sales Associate,Financial Services,Affluent Customer,Yes,6,77916 Moland Park,3174,VIC,Australia,6,755,0.64,26.0
757,Female,32,Senior Quality Engineer,Financial Services,Mass Customer,Yes,6,00 Southridge Avenue,2036,NSW,Australia,11,755,0.64,49.0
758,Male,69,Health Coach III,Health,High Net Worth,No,17,7870 Stuart Crossing,2090,NSW,Australia,7,755,0.64,40.0
759,Female,79,,Health,High Net Worth,No,17,4 Vera Pass,2640,NSW,Australia,4,760,0.6375,44.0
760,Male,51,Teacher,Retail,Affluent Customer,No,21,7234 Sycamore Pass,4178,QLD,Australia,3,760,0.6375,49.0
761,Male,5,Nurse Practicioner,Property,Mass Customer,No,7,98454 Dapin Park,4556,QLD,Australia,7,760,0.6375,35.0
762,Male,6,Software Consultant,Argiculture,Affluent Customer,No,16,4 Talmadge Road,4701,QLD,Australia,1,760,0.6375,72.0
763,Male,52,Junior Executive,Financial Services,Affluent Customer,No,8,47 Susan Park,2025,NSW,Australia,12,760,0.6375,20.0
764,Male,93,,Entertainment,Affluent Customer,Yes,15,7 Ramsey Trail,3172,VIC,Australia,9,760,0.6375,39.0
765,Male,37,Research Assistant IV,Manufacturing,High Net Worth,Yes,11,6026 Mallory Drive,4561,QLD,Australia,7,760,0.6375,62.0
766,Male,89,Clinical Specialist,Health,Affluent Customer,No,8,1 Eliot Plaza,2323,NSW,Australia,4,760,0.6375,23.0
767,Female,4,VP Product Management,Manufacturing,Affluent Customer,Yes,6,66 Hoffman Court,2232,NSW,Australia,8,760,0.6375,32.0
768,Female,11,VP Sales,Retail,Mass Customer,Yes,9,7 Sycamore Terrace,2232,NSW,Australia,10,760,0.6375,57.0
769,Female,86,,,High Net Worth,Yes,13,31281 Meadow Valley Way,4500,QLD,Australia,6,760,0.6375,84.0
770,Female,86,Librarian,Entertainment,Mass Customer,No,22,28 Parkside Park,3046,VIC,Australia,8,760,0.6375,75.0
771,Female,23,Chief Design Engineer,Health,Affluent Customer,No,4,2782 Northridge Street,2420,NSW,Australia,3,760,0.6375,38.0
772,Male,47,Project Manager,Manufacturing,High Net Worth,Yes,9,3662 Beilfuss Lane,2170,NSW,Australia,8,773,0.63,69.0
773,Female,11,Assistant Professor,Retail,Mass Customer,Yes,4,56334 Vera Crossing,3013,VIC,Australia,9,774,0.626875,33.0
774,Male,46,VP Accounting,Financial Services,High Net Worth,No,10,79 Sheridan Point,2231,NSW,Australia,10,774,0.626875,29.0
775,U,62,Paralegal,Financial Services,Affluent Customer,No,5,95960 Warner Parkway,3842,VIC,Australia,1,774,0.626875,
776,Female,73,Budget/Accounting Analyst III,Retail,Mass Customer,Yes,14,04769 Dahle Plaza,3170,VIC,Australia,9,774,0.626875,34.0
777,Female,38,Librarian,Entertainment,Affluent Customer,No,18,5731 Bunker Hill Lane,2046,NSW,Australia,10,778,0.625,56.0
778,Male,40,,Manufacturing,Mass Customer,Yes,6,89244 Macpherson Trail,2528,NSW,Australia,8,778,0.625,50.0
779,Female,46,Budget/Accounting Analyst III,,Mass Customer,Yes,6,922 Utah Avenue,3204,VIC,Australia,12,780,0.6242187499999999,26.0
780,Female,30,Food Chemist,Health,Mass Customer,No,10,25044 Bay Avenue,2042,NSW,Australia,10,780,0.6242187499999999,41.0
781,Female,35,Software Test Engineer I,Financial Services,Affluent Customer,Yes,10,315 Hudson Road,4818,QLD,Australia,5,782,0.6204999999999999,58.0
782,Male,55,Nurse Practicioner,Manufacturing,High Net Worth,No,8,6112 Mariners Cove Park,3147,VIC,Australia,10,782,0.6204999999999999,67.0
783,Male,98,Dental Hygienist,Health,Mass Customer,No,12,176 Fallview Plaza,2019,NSW,Australia,9,782,0.6204999999999999,30.0
784,Male,66,Analyst Programmer,Manufacturing,Affluent Customer,No,9,544 Pawling Road,2230,NSW,Australia,10,785,0.62,28.0
785,Male,89,Operator,Health,High Net Worth,No,6,11 Brickson Park Alley,2166,NSW,Australia,10,786,0.61625,66.0
786,Female,48,Research Nurse,Health,High Net Worth,Yes,11,77 Paget Park,3147,VIC,Australia,12,786,0.61625,65.0
787,Male,1,Marketing Assistant,IT,High Net Worth,No,7,598 Memorial Place,2082,NSW,Australia,10,788,0.6125,40.0
788,Female,49,Financial Advisor,Financial Services,Affluent Customer,No,9,6227 Quincy Terrace,4740,QLD,Australia,2,788,0.6125,42.0
789,Female,32,Geological Engineer,Manufacturing,Mass Customer,Yes,9,31351 Sunbrook Place,2234,NSW,Australia,10,788,0.6125,30.0
790,Female,93,Registered Nurse,Health,Affluent Customer,Yes,11,80 Schiller Center,2292,NSW,Australia,6,791,0.612,48.0
791,Male,4,Associate Professor,Property,Mass Customer,No,7,1217 Melody Alley,3109,VIC,Australia,10,791,0.612,49.0
792,Female,79,Librarian,Entertainment,High Net Worth,No,18,46 Westerfield Place,2195,NSW,Australia,6,793,0.6109375000000001,68.0
793,Male,21,Developer I,Health,Mass Customer,No,9,75024 Ronald Regan Hill,2135,NSW,Australia,12,794,0.6056249999999999,67.0
794,Female,61,Clinical Specialist,Health,Affluent Customer,No,13,15 Fisk Road,2099,NSW,Australia,9,795,0.6034999999999999,71.0
795,Male,1,Nurse,Manufacturing,Mass Customer,No,10,96 Hermina Place,4350,QLD,Australia,2,795,0.6034999999999999,53.0
796,Female,47,Biostatistician IV,Financial Services,Mass Customer,Yes,13,99376 Namekagon Street,3101,VIC,Australia,12,797,0.6,56.0
797,Male,7,General Manager,Health,Mass Customer,No,12,276 Derek Circle,2759,NSW,Australia,9,797,0.6,84.0
798,Female,0,Environmental Tech,Manufacturing,Affluent Customer,No,13,56766 Mariners Cove Place,2256,NSW,Australia,9,797,0.6,41.0
799,Male,77,Chemical Engineer,Manufacturing,Affluent Customer,No,22,13 Montana Place,2232,NSW,Australia,10,797,0.6,73.0
800,Female,64,,Manufacturing,High Net Worth,No,17,1969 Melody Lane,2170,NSW,Australia,8,801,0.59765625,40.0
801,Female,25,Account Executive,Health,Mass Customer,Yes,14,02463 Portage Center,2107,NSW,Australia,11,801,0.59765625,48.0
802,Female,77,Health Coach I,Health,Mass Customer,No,11,383 Graceland Avenue,2010,NSW,Australia,10,801,0.59765625,42.0
803,Male,79,Marketing Manager,Manufacturing,Mass Customer,No,21,005 Kensington Street,4165,QLD,Australia,5,804,0.5950000000000001,71.0
804,Male,71,Project Manager,,Mass Customer,Yes,11,1 Alpine Crossing,2536,NSW,Australia,8,804,0.5950000000000001,75.0
805,Female,12,Software Test Engineer I,Manufacturing,High Net Worth,No,20,2 Namekagon Trail,3981,VIC,Australia,7,804,0.5950000000000001,70.0
806,Male,83,Junior Executive,Financial Services,Affluent Customer,No,16,6771 Pleasure Terrace,4557,QLD,Australia,9,804,0.5950000000000001,58.0
807,Male,67,Programmer III,Financial Services,High Net Worth,No,21,2632 Del Mar Point,2226,NSW,Australia,11,808,0.595,82.0
808,Male,94,Financial Analyst,Financial Services,Mass Customer,No,8,7021 5th Alley,2770,NSW,Australia,7,808,0.595,37.0
809,Female,46,,Financial Services,Affluent Customer,No,15,602 Clove Center,3046,VIC,Australia,6,810,0.5874999999999999,61.0
810,Female,94,Safety Technician IV,Financial Services,Affluent Customer,Yes,9,04153 Johnson Point,2193,NSW,Australia,10,810,0.5874999999999999,54.0
811,Male,69,Chemical Engineer,Manufacturing,Mass Customer,No,20,9 Spohn Way,4127,QLD,Australia,1,810,0.5874999999999999,77.0
812,Female,39,Nuclear Power Engineer,Manufacturing,Affluent Customer,Yes,9,6030 Becker Plaza,2261,NSW,Australia,7,810,0.5874999999999999,44.0
813,Male,72,,Financial Services,High Net Worth,Yes,15,4 Mallory Pass,3690,VIC,Australia,4,810,0.5874999999999999,31.0
814,Female,61,Help Desk Operator,,High Net Worth,No,22,64037 Swallow Crossing,4170,QLD,Australia,5,810,0.5874999999999999,70.0
815,Male,34,Software Consultant,,Affluent Customer,No,3,4594 Jackson Hill,2146,NSW,Australia,7,810,0.5874999999999999,22.0
816,Male,38,Dental Hygienist,Health,Mass Customer,No,5,4 Anzinger Street,4556,QLD,Australia,8,817,0.5864999999999999,62.0
817,Male,42,Computer Systems Analyst III,Health,Mass Customer,Yes,17,33 Pond Point,2291,NSW,Australia,10,817,0.5864999999999999,82.0
818,Male,1,Budget/Accounting Analyst I,Financial Services,Affluent Customer,No,17,1 Roth Plaza,3121,VIC,Australia,10,817,0.5864999999999999,57.0
819,Male,65,GIS Technical Architect,Financial Services,Affluent Customer,No,14,0593 Stoughton Center,3073,VIC,Australia,8,820,0.584375,34.0
820,Male,96,Marketing Assistant,Manufacturing,High Net Worth,No,12,8042 Cherokee Court,3163,VIC,Australia,8,820,0.584375,34.0
821,Male,70,Budget/Accounting Analyst III,Manufacturing,Affluent Customer,No,17,5864 Mcbride Trail,3174,VIC,Australia,8,820,0.584375,44.0
822,Male,46,Budget/Accounting Analyst III,,Mass Customer,Yes,14,180 Lakewood Park,2194,NSW,Australia,8,820,0.584375,56.0
823,Male,36,Account Representative III,Argiculture,Mass Customer,No,16,6 Union Center,4280,QLD,Australia,7,820,0.584375,45.0
824,Female,11,Sales Associate,Financial Services,Mass Customer,Yes,7,41153 Pond Park,2251,NSW,Australia,8,820,0.584375,49.0
825,Female,43,Senior Financial Analyst,Financial Services,Mass Customer,No,9,6233 Fulton Point,3337,VIC,Australia,6,820,0.584375,51.0
826,Male,21,Marketing Manager,,Mass Customer,No,4,05123 Bobwhite Plaza,2528,NSW,Australia,9,820,0.584375,27.0
827,Female,49,Automation Specialist II,,High Net Worth,No,9,3413 Schmedeman Court,4122,QLD,Australia,8,828,0.58,22.0
828,Female,60,Registered Nurse,Health,High Net Worth,Yes,15,4189 Laurel Center,2620,NSW,Australia,7,828,0.58,59.0
829,Female,67,Cost Accountant,Financial Services,Mass Customer,Yes,5,76 Melody Avenue,2092,NSW,Australia,12,830,0.5780000000000001,30.0
830,Female,24,Registered Nurse,Health,Affluent Customer,No,12,1 Mcguire Lane,3356,VIC,Australia,4,830,0.5780000000000001,60.0
831,Female,29,Staff Accountant III,Property,High Net Worth,Yes,4,8734 Fulton Hill,2156,NSW,Australia,11,832,0.5750000000000001,49.0
832,Female,66,,IT,Mass Customer,Yes,10,660 Hallows Place,2026,NSW,Australia,10,832,0.5750000000000001,55.0
833,Male,56,Nuclear Power Engineer,Manufacturing,High Net Worth,No,11,43 Pond Junction,3216,VIC,Australia,5,832,0.5750000000000001,60.0
834,Male,79,Media Manager II,Financial Services,Mass Customer,No,15,6195 Bellgrove Lane,4211,QLD,Australia,7,832,0.5750000000000001,59.0
835,U,88,General Manager,IT,Mass Customer,No,13,768 Southridge Drive,2112,NSW,Australia,11,832,0.5750000000000001,
836,Male,79,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,Yes,7,63386 Talisman Hill,4556,QLD,Australia,8,832,0.5750000000000001,43.0
837,Male,7,Quality Engineer,,Mass Customer,Yes,13,30738 Muir Avenue,3105,VIC,Australia,10,838,0.57375,71.0
838,Male,66,Analyst Programmer,,Mass Customer,No,7,3259 Eagan Parkway,2066,NSW,Australia,8,838,0.57375,28.0
839,Male,94,Human Resources Manager,,Mass Customer,No,11,160 Fremont Point,2259,NSW,Australia,8,840,0.57109375,83.0
840,Male,74,Recruiter,,Mass Customer,Yes,19,266 Lakewood Terrace,2761,NSW,Australia,8,840,0.57109375,74.0
841,Male,47,Recruiter,,Affluent Customer,No,11,5280 Waxwing Point,2071,NSW,Australia,12,842,0.57,43.0
